88,89394018		Столбец1						
89,82226103							Карман	Частота
122,0490487								
99,42675436								
111,655066								
110,9719716								
116,4602661								
80,69420611								
120,9473868								
94,88446817								
124,2273367								
91,38589006								
88,95178278								
83,24513314								
113,1779998								
81,47922134								
84,42975951								
90,97672093								
100,0203636								
95,32755163								
104,0109924								
97,04478318								
107,7748539								
83,167921								
90,34511291								
102,9345409								
66,27383316								
105,4307824								
76,71929014								
98,16689767								
117,4352881								
121,4957147								
97,81759825								
86,4219309								
102,6123153								
92,24271058								
100,1790797								
95,60838404								
124,00295								
108,3801767								
116,0180532								
63,46543738								
132,7060454								
135,6866268								
80,9647511								
96,78216001								
110,7375199								
85,08140393								
107,8802759								
116,8053213								
81,14197352								
92,50354909								
81,32241973								
93,54069039								
115,799414								
117,5904333								
118,8144908								
90,39179966								
75,69348442								
104,7015899								
93,4123713								
83,03658314								
87,23233788								
86,20555224								
97,60254096								
102,5868758								
65,66185091								
101,8297322								
109,7776794								
101,7408201								
97,59689321								
93,7307485								
100,0441692								
109,1664585								
107,8966101								
120,9538884								
125,8642363								
77,45389393								
109,7084966								
79,92191365								
85,07987033								
104,8159776								
115,5171934								
102,9498224								
110,9759697								
89,26157066								
108,3929201								
72,67727937								
104,8615629								
76,73470027								
79,90471038								
103,8413822								
113,3052037								
105,6114684								
63,18487392								
118,5151685								
106,2322302								
85,43000427								
107,019657								
101,2438755								
103,8811825								
112,05973								
72,45594912								
86,32611862								
94,71867369								
73,78342044								
103,8991615								
111,5377415								
107,9087427								
113,9579737								
88,28818702								
68,96394955								
84,97323972								
86,45471157								
109,9087649								
95,27823885								
110,6436085								
99,01579636								
96,04485947								
104,3901911								
108,5888867								
114,8185744								
70,61723074								
126,1929036								
99,65324705								
122,2124902								
108,4371551								
120,2591918								
88,73295352								
104,7643439								
78,15203116								
89,2994719								
118,2370654								
87,37660869								
103,6289762								
102,4970251								
130,233098								
120,0146469								
133,800858								
76,2042692								
115,8554967								
89,4406699								
118,2300775								
114,2985376								
111,6410978								
106,6076961								
91,31012211								
102,4195517								
124,7435976								
109,5057077								
105,163661								
119,0802155								
85,6909903								
95,96485162								
119,3105499								
126,5177593								
90,53353509								
121,5871664								
105,5650891								
87,9345018								
101,1636995								
112,4518457								
89,62482881								
109,7766265								
98,82344384								
116,1337974								
114,4185657								
93,11368908								
102,283476								
83,37135894								
100,8748599								
90,88938664								
106,5048161								
95,34728842								
100,5366553								
97,08548028								
81,55768979								
104,4498785								
108,6373768								
98,81984263								
115,9779642								
116,0922487								
105,4248848								
91,10655495								
114,9210807								
108,3399878								
128,4506054								
111,9246574								
92,19242343								
108,4887483								
80,990386								
68,99529732								
92,31587057								
121,2782499								
91,24707825								
122,2928523								
99,24624889								
105,9496421								
122,0775515								
98,06393294								
90,11768964								
103,40778								
81,50793114								
96,79040839								
99,95392748								
101,9155976								
121,6574377								
79,91462086								
89,75951618								
87,31382974								
101,2199336								
90,65326231								
76,37435259								
102,8289376								
81,29582377								
106,5998297								
85,53680175								
95,33086738								
69,4042708								
103,4365785								
75,02207755								
67,46245952								
95,82065968								
103,6873135								
86,69622061								
109,2782871								
101,0191657								
87,49048333								
92,57102597								
115,9129738								
78,55521444								
62,29372916								
89,81026919								
89,96438996								
107,6852914								
120,3253866								
86,02281876								
90,25672066								
118,4515682								
100,9201777								
104,0679845								
118,9862618								
80,36986219								
120,0165091								
102,455213								
89,05962081								
75,53166833								
91,77307715								
92,99359939								
101,8669239								
108,9467679								
93,24308861								
92,52764987								
103,9388456								
114,4627222								
100,2441234								
102,7998525								
103,2026703								
126,4994977								
109,9075391								
110,336223								
120,8935029								
106,7236763								
110,9415183								
99,91883999								
108,2537191								
91,74213763								
93,84159462								
127,8228346								
81,208092								
105,3256638								
98,55736185								
88,08525308								
122,3529696								
85,66761207								
92,5441478								
104,7101514								
96,03313096								
125,1829797								
62,82235736								
101,448916								
124,3368658								
92,22133878								
77,48840246								
89,88312574								
119,9171025								
88,86586827								
109,5721917								
118,7316415								
110,9567393								
106,4041649								
89,59772028								
95,67256255								
79,42719334								
69,46863857								
124,2264837								
85,83354309								
93,80686299								
94,16772294								
96,21622753								
94,69761644								
131,5812491								
102,3848893								
105,5577757								
112,2124867								
76,35920232								
92,59239174								
91,57011223								
91,74229093								
92,95826422								
99,67320162								
97,1516124								
126,1601692								
117,1605351								
84,98160365								
119,3401629								
92,78185053								
93,8501087								
105,7364782								
115,0586513								
98,12809799								
100,6697413								
101,8259651								
89,04655506								
99,35571454								
100,1490236								
90,52779667								
81,69230138								
84,1587721								
103,8274638								
92,82416474								
94,66856237								
117,2477829								
89,13863968								
99,99311167								
106,2370797								
121,9707757								
109,9544692								
111,8686671								
118,8235391								
105,1676627								
101,9721707								
94,09520796								
140,4551087								
96,63178245								
89,89917472								
71,7283713								
99,74860852								
94,99648646								
97,89879041								
96,51263486								
84,92713261								
115,2901984								
124,4924974								
90,9083898								
91,44558921								
110,4685557								
93,93127223								
117,3282446								
102,4256708								
84,43257519								
119,2854201								
107,1992489								
101,5880068								
96,86042028								
89,37612157								
104,1657849								
98,40209718								
66,8805137								
87,2819172								
94,77178523								
99,6592042								
98,01419533								
103,6305438								
86,33753625								
95,2967198								
107,4743088								
94,66508775								
80,85544728								
84,40785577								
110,5559486								
112,158906								
114,3827511								
128,631618								
102,6799208								
90,93887698								
89,75890636								
117,793254								
83,63810262								
107,7889998								
115,0263505								
107,4992629								
75,59836187								
111,9163141								
115,8488255								
109,8008193								
90,22734799								
116,0299001								
94,14904649								
114,2001002								
105,5871301								
96,71911481								
89,86749931								
86,18750707								
109,1998576								
108,5871594								
101,5396019								
94,8960074								
113,4208499								
99,23752115								
83,07409412								
102,2797651								
90,09676024								
90,60032453								
86,05614801								
114,6309701								
88,74595572								
83,1172585								
115,6542923								
92,96163964								
113,3952535								
109,5266382								
76,9055479								
113,5654515								
83,95515335								
101,7356594								
104,9058051								
103,304652								
92,97079855								
117,3563465								
98,76220825								
127,7161601								
97,22318134								
88,83758113								
92,4952537								
100,822131								
139,1876837								
75,39426316								
101,8673287								
102,418097								
96,64700598								
93,77601938								
66,83595398								
116,2415975								
111,9485848								
112,6244956								
72,6755089								
93,0328078								
77,90071172								
107,6415048								
107,5030981								
123,9758543								
76,31291735								
110,1987731								
85,90383072								
78,09276948								
101,4016981								
83,08431723								
85,23289248								
112,4254331								
120,673953								
64,4770679								
100,7865378								
111,8967577								
97,50706954								
107,9366832								
120,6770129								
109,37525								
85,16245358								
112,9203213								
116,5925316								
77,31836236								
76,49547125								
95,29757767								
107,0289796								
81,97375628								
122,2005586								
93,25934369								
97,54784715								
123,2196662								
89,25375533								
89,24039076								
79,43682964								
92,03200104								
88,25887143								
88,86549481								
107,9855069								
73,00921807								
99,29716883								
108,1888903								
129,8206762								
88,96164563								
110,7324701								
92,82773706								
85,9082458								
100,8578371								
66,12461574								
112,8614851								
116,3665204								
93,55722947								
114,4360665								
97,72578667								
132,2409822								
112,5614691								
97,23692879								
125,3918158								
102,7982282								
120,890516								
99,73814798								
121,7693336								
123,230941								
119,5380926								
101,1817642								
74,70932695								
103,7103955								
84,56223314								
122,6102668								
84,25295332								
108,3582807								
135,1203727								
100,7207101								
95,39673078								
89,04483418								
103,9318688								
111,4041946								
96,56441128								
108,9288152								
105,8363217								
89,78538125								
101,6382227								
116,9503129								
88,18268845								
99,01498649								
92,59359893								
98,51427101								
114,7126448								
96,62268019								
107,8122716								
89,62527368								
91,5203468								
101,9581276								
117,4106837								
87,44799704								
106,616855								
103,4719762								
96,77404786								
104,7694066								
103,8340988								
106,238215								
115,290416								
103,5689441								
97,97360001								
102,5729187								
95,30899321								
111,0281528								
89,56787384								
87,00062871								
118,8100576								
78,10170614								
104,0065493								
95,94908076								
86,40348164								
103,2244322								
93,75340278								
73,816914								
109,5485416								
80,0615848								
111,1148774								
100,5707613								
86,33981836								
90,37490316								
99,54117372								
81,99318333								
63,33337218								
110,5997775								
117,3356213								
91,53459232								
90,57479261								
107,0414303								
94,84867738								
130,6969003								
77,00992789								
112,4218294								
107,0154185								
117,3443958								
98,51892655								
107,9130994								
95,14765905								
113,4762785								
81,34143391								
86,0126185								
84,75813673								
110,4450876								
91,68477685								
140,298482								
104,5653442								
122,3058444								
118,1527473								
121,2623584								
95,14962149								
97,21124261								
110,2470245								
91,07135639								
116,962422								
111,9729267								
100,9436527								
108,9140221								
79,35690596								
112,4925313								
101,3961682								
111,0211486								
67,34140512								
135,7797488								
66,63692087								
102,9328012								
102,6662824								
115,7868444								
95,30356022								
93,93062495								
85,99455844								
94,39981225								
75,34179435								
116,5249012								
124,8651016								
104,634914								
91,89493665								
79,95965326								
76,50478629								
117,3705014								
88,25594877								
70,63813807								
137,9879746								
110,0702549								
108,0432538								
95,23053131								
82,12197084								
99,81102278								
125,9606171								
88,09068503								
70,91746545								
111,8444367								
91,12442483								
97,69973995								
79,22683588								
112,9723881								
99,2673547								
109,5905509								
133,5885244								
98,70690293								
102,3221558								
109,9306719								
122,1799897								
134,6409856								
105,7748436								
103,9375842								
103,747524								
95,35158557								
103,4784331								
113,515847								
88,14068498								
86,42835972								
120,9473147								
112,3470372								
109,5759127								
96,26432522								
96,21457728								
101,5879742								
113,3003027								
108,1925993								
74,21219625								
123,3973406								
81,94166981								
113,0518935								
149,5819663								
94,06120771								
103,1419591								
93,18248166								
78,75898318								
111,5992152								
75,96056109								
79,70478093								
101,5849394								
127,2567743								
101,7057983								
103,3427981								
99,78356065								
87,28206256								
100,637592								
125,9139682								
108,9398058								
98,67714269								
90,19721025								
91,91962406								
112,0232109								
116,0066183								
119,38424								
101,1856152								
107,2613916								
113,8459991								
96,09286372								
114,7851424								
67,95289442								
101,2133271								
97,66618774								
99,12570083								
107,4612191								
112,1307383								
127,4528083								
117,9697776								
77,13108501								
77,72146944								
105,3359451								
88,63293423								
128,9454055								
119,1666828								
111,3491054								
92,098281								
102,2800813								
95,5506916								
72,82491832								
114,1127531								
76,60535626								
90,85080794								
96,26457792								
104,6589398								
90,47770042								
116,5182144								
97,07458756								
80,57317267								
103,4258931								
107,6627453								
103,762068								
77,67761989								
117,8687735								
77,53839001								
74,82345038								
82,66865483								
108,7236446								
103,6451818								
110,0093097								
99,60510613								
94,91961293								
124,4607903								
145,4024675								
103,7725259								
87,62808135								
124,4863808								
88,76525143								
102,5689252								
103,7939543								
123,0737289								
62,52016066								
91,37269741								
108,932868								
106,0141428								
93,34142791								
100,2281165								
94,06469236								
114,8196087								
100,9568839								
104,7660636								
87,81182726								
94,89029526								
82,48395633								
90,92119069								
96,33222956								
94,62707495								
103,0236559								
111,8211254								
114,5628649								
103,4018347								
109,9772765								
121,1341046								
75,02296094								
118,7394913								
121,524015								
88,53130754								
103,1028173								
103,6929924								
79,96875372								
95,13501043								
96,26489194								
112,2241468								
120,0794625								
102,8657081								
118,3262347								
112,6957278								
89,88825432								
115,3508104								
94,52541087								
120,9381241								
96,45393272								
91,34796439								
114,4694594								
110,4636692								
126,6016219								
107,0531577								
104,4900653								
100,4560132								
110,1169663								
118,0855867								
94,56277864								
76,99241957								
131,2152401								
80,66875954								
110,3426148								
115,4555418								
108,9567936								
108,2621157								
86,47262237								
104,136964								
124,7558715								
95,82272338								
130,6525106								
80,13008604								
97,46503414								
122,5721424								
72,04353397								
120,33041								
117,2838188								
92,67020874								
129,7577434								
92,04201744								
121,6659188								
119,2441305								
108,0017552								
109,9450959								
113,3973772								
97,6513912								
94,29638254								
126,5285374								
121,4032955								
122,9981121								
103,1895984								
86,57144977								
107,6100142								
93,72208093								
119,7041371								
114,7375296								
81,41667236								
91,77156459								
122,2406054								
103,8253823								
80,78702673								
71,89789								
96,2844034								
129,7382757								
95,31479765								
99,12054783								
92,38407529								
89,91562003								
114,6180015								
86,15606759								
86,12086073								
92,08425747								
82,90499363								
110,9220717								
78,8490936								
92,51795303								
85,32156826								
107,1365738								
108,6994799								
105,4393012								
98,6470957								
125,8804981								
103,8355555								
84,82201298								
92,70061761								
105,7977087								
98,27759965								
111,8922356								
93,33431487								
123,119713								
97,50718613								
100,8894267								
96,88100344								
118,9128231								
107,185054								
91,05772034								
84,96793766								
90,76620075								
112,022308								
114,0628674								
102,4257152								
84,26241708								
92,13009275								
58,31623071								
84,7255375								
105,5085298								
97,11952708								
70,00338879								
89,25345499								
101,9971882								
79,83401977								
111,7982021								
87,75505553								
75,63578848								
109,3375434								
92,36643667								
112,8818461								
88,12591381								
78,10770404								
116,1050357								
111,0125454								
99,91886633								
95,73566313								
89,34057372								
103,4584049								
109,7604713								
105,3016378								
95,38371499								
126,2651585								
97,06362936								
110,6613089								
114,4521769								
90,31086839								
101,6809582								
126,21726								
110,4838251								
69,80756226								
91,68071503								
100,7785492								
89,40143507								
105,5071353								
108,2152414								
79,89252869								
96,08330545								
110,9079951								
89,30159307								
113,8326008								
77,11483538								
106,5458228								
75,57246432								
92,5731703								
117,5832789								
106,174249								
113,9783734								
111,9157443								
90,63457979								
83,00517985								
102,1199443								
90,09422952								
103,4855879								
116,7675117								
99,34277713								
98,09976404								
114,5402461								
122,3329219								
108,7636718								
102,3259088								
108,9241998								
95,43146636								
69,72527865								
126,5433345								
126,5709923								
87,16132157								
96,19050957								
109,3252268								
119,4659061								
91,29853116								
88,4540304								
102,3638921								
90,50440237								
122,5664147								
63,34447549								
116,0965304								
92,75274407								
108,9319128								
99,91715926								
92,39933179								
92,83878536								
108,5411332								
83,81927242								
89,98817301								
100,1609158								
82,4524853								
96,12468617								
142,9035843								
101,0349375								
100,5508306								
99,70966744								
81,23090075								
126,5868837								
101,3625898								
77,82050762								
93,04866168								
95,12543531								
82,65225842								
89,58327912								
98,54142948								
113,8734451								
96,13621727								
113,3698427								
82,64273731								
98,14302094								
96,45436315								
104,1017817								
98,27759839								
116,0641754								
92,90441331								
101,789573								
127,0099868								
86,11715512								
93,73646816								
100,1291926								
135,2309523								
90,9841232								
90,68167745								
106,414968								
103,5840839								
112,990262								
102,9576458								
130,1267866								
113,5914298								
89,19441253								
100,4360729								
99,06720682								
105,8958984								
91,67426577								
118,2818799								
64,29473901								
66,03252203								
93,99887374								
106,7472229								
110,683566								
106,6667298								
112,5270003								
62,72743493								
122,8560152								
84,90723816								
91,01231574								
130,7692179								
102,9466538								
115,102133								
76,41759972								
82,53721074								
95,8197499								
82,92143625								
99,31735215								
98,10188277								
117,9166217								
114,455837								
113,145454								
115,0390015								
127,1067417								
101,6147707								
102,2483026								
113,7240701								
89,27972222								
100,0243875								
99,49293967								
113,6117189								
100,5893905								
117,2937307								
90,03961295								
115,2315863								
109,9898346								
93,14046129								
96,43400121								
105,4670426								
65,65720331								
84,19824515								
102,7942604								
114,9532436								
108,3554945								
114,5100432								
121,8456366								
92,94362698								
89,02285209								
98,71631478								
116,6480771								
120,0254944								
115,9378682								
83,56935822								
100,6884045								
119,6117073								
106,801858								
96,6077904								
73,54949053								
75,86095732								
115,992403								
108,7260331								
111,595894								
93,5123952								
108,3553906								
118,1120929								
73,79626572								
84,12683108								
90,19814976								
91,29599775								
72,8698661								
72,12839076								
105,8859269								
112,4299479								
116,8254918								
123,5674977								
89,64875252								
103,3369421								
99,64799219								
88,35805856								
103,5394036								
95,11613985								
95,39424156								
84,87627802								
117,6130902								
107,9588983								
91,05046853								
115,3574284								
82,83224087								
139,330373								
88,87574883								
105,7241733								
109,5690278								
88,48745059								
119,3845636								
101,0050687								
113,7789533								
114,255795								
112,4932901								
113,1072348								
95,70410356								
97,35211582								
140,8821242								
107,1667669								
114,6636957								
80,28971761								
122,4339564								
81,51339905								
96,46778624								
63,18844095								
106,1919806								
95,84594162								
114,9048034								
74,77793639								
106,4340016								
88,00875797								
96,63636197								
120,6171764								
103,9470019								
131,2767789								
105,578311								
121,0773128								
107,0064645								
96,03409962								
100,2883495								
82,87581033								
122,4426949								
81,94446966								
122,3450302								
97,80756764								
94,72929352								
80,00153826								
94,44712455								
125,6410989								
70,3736702								
95,51960827								
112,3583989								
83,23528311								
127,1593899								
111,6639727								
119,4897704								
67,84752105								
118,9895851								
80,56518103								
143,6145729								
79,19291789								
133,5767793								
83,99664889								
97,2381133								
98,01271435								
110,848419								
90,84389324								
107,2533661								
96,0830289								
72,6265553								
102,164765								
83,34269246								
102,5569211								
114,5933419								
79,41987313								
95,61229864								
96,3218915								
112,5145658								
76,04645484								
112,7631033								
93,18367834								
118,310898								
92,85661879								
95,44583197								
94,04022544								
96,58757966								
112,3076673								
87,67823985								
100,1245827								
118,6820522								
101,8024913								
117,1422043								
125,0114596								
78,64663174								
94,42926459								
77,4630654								
92,84737584								
117,4600852								
100,1340797								
97,95841811								
113,1673057								
111,8299549								
107,7007414								
103,1821274								
109,8688328								
89,89056311								
97,94595125								
86,83054316								
103,7559699								
107,2520185								
106,5633985								
77,93355198								
87,04342853								
109,4686447								
93,52577358								
93,58344578								
74,69261924								
93,70024212								
133,8926688								
108,42957								
97,84020864								
109,5483101								
64,36499731								
67,13771109								
105,2121153								
111,0105298								
102,5765245								
95,113995								
92,2520395								
99,79755663								
102,6470322								
98,60526888								
81,75398209								
123,3250221								
105,2337655								
91,49086493								
120,4901003								
84,69996819								
105,5675162								
115,1759607								
117,4848859								
111,8177191								
117,8033992								
98,59318201								
116,7728542								
96,96637137								
86,48651465								
67,35910264								
109,4842415								
94,3791631								
122,8597124								
99,76139268								
102,3291784								
102,7328481								
94,31061613								
111,2808539								
91,01358239								
93,62586827								
60,61840224								
97,37967672								
64,25265108								
104,0269752								
90,56511396								
99,57886175								
113,4807796								
78,65918143								
93,14079467								
102,7636587								
119,5738156								
121,0682897								
102,0263995								
120,5872373								
100,6635569								
95,17844837								
103,659063								
114,9789912								
118,6119939								
112,334391								
78,60631948								
100,9425672								
91,3038326								
89,9974928								
97,36134718								
73,27990632								
125,0902234								
102,4850906								
93,55635874								
99,64814579								
99,99548579								
115,2037289								
81,30021206								
124,8005855								
99,8229391								
108,0887265								
128,3297023								
116,9361083								
98,1416526								
97,56896068								
117,8053929								
78,72395663								
95,56243337								
110,6809172								
94,92203447								
122,8227403								
122,2602409								
125,4493226								
102,4132568								
111,0039842								
113,5548741								
91,98677333								
111,0217111								
116,9396251								
120,4540265								
104,7036413								
84,75845242								
83,99938572								
86,9339328								
96,13143126								
103,6244887								
109,1313012								
83,15444868								
109,497492								
106,2112878								
95,8233024								
85,42323177								
109,0120194								
73,88374292								
96,55906022								
120,3311034								
103,1287996								
100,391012								
97,30474283								
91,08888938								
91,34518211								
110,7933218								
125,6962513								
83,41907821								
116,410439								
102,7970404								
91,96429884								
86,26243666								
101,8847098								
74,83262093								
104,2001863								
107,6096631								
83,17446294								
100,1192043								
79,46277203								
118,1474515								
105,8474626								
93,92716354								
85,09532631								
93,20297567								
81,08544744								
119,5795687								
82,25911524								
79,08705868								
54,02771699								
113,2054189								
112,8558497								
112,3839749								
95,4038353								
94,00317979								
107,2535899								
115,7771996								
73,4942335								
101,2923321								
88,3846073								
89,96550583								
107,2031749								
88,06622261								
122,846183								
75,12889412								
81,57598971								
132,2608645								
107,9037201								
100,0166464								
99,20306704								
80,58577867								
128,9745166								
113,1093341								
106,2749876								
96,433063								
116,9569988								
76,52367459								
105,9634972								
100,6247103								
110,3620787								
117,5574272								
89,75231329								
83,62360977								
121,8053921								
108,0376904								
92,46535411								
102,8287218								
84,10691993								
102,878335								
90,43740107								
80,818399								
81,27770317								
103,9701026								
112,2581546								
96,29400323								
99,18644969								
102,651158								
129,7840445								
87,68168169								
94,80065753								
116,358749								
113,0569383								
84,68025805								
111,8972718								
85,17572948								
103,5056692								
127,1975617								
114,3369822								
82,88067804								
85,09563642								
66,29222321								
120,2753832								
121,3078366								
94,334041								
117,7448724								
97,36131826								
94,28570637								
99,85705662								
75,89463217								
122,2427041								
106,2107844								
111,3785866								
81,51258281								
133,7091119								
114,534094								
104,7682771								
103,6552821								
122,3458338								
107,3512282								
65,78140695								
80,25547063								
90,41851447								
135,6257595								
97,77065358								
68,17804512								
117,0077822								
110,7060109								
115,1263258								
97,63015072								
97,53952158								
93,32489768								
89,87360517								
83,49195014								
93,00271906								
121,3143702								
118,5896393								
104,0813364								
84,97512762								
89,24257294								
75,4514114								
118,7235571								
97,5810489								
144,1066392								
110,8546278								
112,3948573								
129,4189661								
108,279592								
99,17508873								
71,09387787								
110,7249441								
76,6889885								
101,6387679								
117,2101912								
109,976809								
111,8993611								
110,2424769								
103,5225446								
126,2160415								
104,1856915								
105,378689								
87,54004527								
86,81539022								
109,956481								
97,26433276								
115,3450336								
88,36287132								
85,63603449								
81,09160659								
66,91842115								
112,3365396								
88,89070157								
112,0986989								
93,48696002								
109,6833948								
105,2066648								
76,84302907								
103,8348734								
90,60120701								
99,88745717								
113,7748023								
108,0425884								
95,46805181								
81,44367028								
96,05073588								
85,25363925								
76,79619872								
70,46895616								
106,5554501								
98,6492777								
100,0957733								
104,3820537								
100,9819837								
94,87670441								
139,2335534								
95,33535217								
123,6893281								
105,3236083								
89,40560217								
96,38327041								
89,53732759								
101,3637665								
100,7831057								
109,8964522								
114,8875447								
83,89179589								
93,31645767								
111,1594853								
87,41316892								
77,77899157								
106,4533465								
101,219648								
115,3250658								
100,7207789								
97,87500416								
91,8786497								
80,04281643								
103,6627237								
72,21680651								
95,6644373								
110,5994855								
67,87990287								
95,57745324								
101,7627437								
88,20853996								
78,98589101								
98,4359785								
91,64352622								
98,5066484								
74,16460835								
94,53713915								
129,3454846								
89,54562954								
114,9667154								
104,3199141								
75,83449997								
103,4520712								
81,32060344								
87,99749462								
99,02048724								
118,0151166								
68,75255289								
134,9096655								
116,5599817								
112,7640616								
96,83746941								
123,7135519								
74,09653335								
105,4264845								
113,1208998								
76,81475642								
87,05830167								
106,2929721								
111,4870242								
131,8284802								
112,5278588								
119,7145021								
106,8347151								
96,77340609								
95,10397288								
66,85586326								
90,39028274								
97,03031211								
103,793004								
129,1502018								
81,71272613								
101,8953086								
85,68969248								
87,6681043								
116,2849748								
87,05420875								
96,18831326								
108,4266668								
119,3817393								
86,32839581								
126,5134562								
112,1330213								
102,2461146								
109,3015521								
85,98792273								
96,29487749								
74,77721287								
104,576195								
100,0303829								
101,2587206								
100,1886306								
94,30510834								
123,8847608								
104,6401463								
80,75762524								
85,78959823								
79,37447271								
103,2457392								
96,23712938								
106,7444925								
89,50370551								
90,19040533								
97,54479171								
137,5182787								
128,1455765								
86,63968841								
102,4704529								
86,37664297								
72,80346071								
84,69087138								
78,77320074								
95,75564689								
87,77410807								
99,48111233								
98,83334735								
131,8102477								
89,46718606								
102,0424619								
109,7885422								
95,08590989								
108,8224264								
91,0004345								
93,1335763								
64,48365545								
93,44397267								
93,59176467								
114,8073186								
119,5562812								
139,6312919								
87,66443758								
107,5835151								
121,7616508								
111,7295258								
89,99605328								
120,5833706								
134,8328233								
111,009833								
80,51278096								
94,26717664								
94,41770673								
84,21502866								
109,9564137								
83,76884115								
113,4056498								
89,14891148								
76,57687031								
99,50978589								
85,29026438								
140,1579051								
62,25538217								
92,29493434								
105,2714882								
119,5632784								
120,8369831								
93,50183875								
90,73856612								
113,2377764								
105,895071								
95,88636513								
96,37784943								
86,23270448								
75,45534335								
107,4416989								
93,07489447								
94,70731523								
107,5052259								
103,9858117								
81,75379529								
98,32868873								
96,04742947								
98,73082127								
92,76724627								
95,65207082								
115,9843864								
129,0076446								
130,4756405								
101,8789212								
104,9672512								
90,24344238								
80,89734152								
84,89326026								
128,8329845								
85,05173731								
85,4242506								
107,4243163								
101,0188177								
117,3001452								
126,6448756								
114,4006003								
98,86268659								
77,69625308								
87,22698526								
97,1128546								
91,84013834								
99,20572781								
116,792485								
98,17334441								
116,7553431								
118,4356324								
81,34089177								
77,45486079								
102,9562619								
109,2223657								
78,072715								
75,89155833								
99,70732562								
111,1127933								
70,93447154								
125,3261341								
100,2037792								
73,226013								
108,2069666								
98,79398737								
86,19462839								
97,89066212								
109,5294263								
119,8802261								
81,71413846								
95,50433298								
116,3836905								
129,4719502								
98,21969577								
77,0660207								
103,886333								
98,18045234								
105,3610277								
106,3824136								
74,53063508								
95,74368872								
115,7064514								
84,1556852								
83,8326418								
96,95850902								
88,13891483								
119,8048314								
108,9569178								
76,41900741								
118,2704767								
101,3672528								
95,53853426								
93,83951077								
119,750792								
89,05937661								
118,3898341								
121,3204434								
90,21451601								
94,05029044								
97,45364748								
71,47843741								
91,1821121								
113,7667392								
114,018128								
95,32097889								
95,5730863								
111,5661191								
127,6637284								
93,86123639								
115,9994201								
74,85615669								
84,71730117								
86,33263302								
106,064321								
103,3509268								
112,9527138								
93,14893509								
98,0246569								
99,17667043								
82,72720636								
101,5434673								
88,44011599								
95,57954015								
110,187486								
111,4286276								
107,5504476								
96,55985906								
87,31377625								
89,49830414								
77,5994367								
100,3961044								
111,6734455								
98,009898								
112,7872557								
82,26064147								
102,1130559								
117,1255082								
102,1133825								
92,82079826								
69,02759295								
85,50087072								
92,04581984								
113,2029061								
113,0746254								
109,8759368								
102,4827639								
95,66674475								
98,74159417								
89,03589704								
118,0683873								
111,5499356								
117,8039197								
108,0566339								
88,85322203								
75,28273222								
107,036424								
103,7359116								
108,6076953								
92,67067498								
86,90102848								
94,33629105								
110,6034829								
107,0372667								
125,8633825								
115,8404725								
89,31365461								
123,4853102								
109,9348708								
105,0440113								
79,44615117								
95,01662509								
120,8755946								
84,65665344								
101,3274053								
121,1611553								
79,4487835								
93,58613907								
92,46220835								
71,21433563								
96,53072392								
56,89558668								
90,09326962								
104,7457545								
104,8704162								
90,45247044								
102,2953553								
103,4138344								
63,20692527								
87,75433015								
121,5878958								
88,88046574								
85,28142769								
122,3710625								
97,47692359								
111,1731327								
97,04092207								
99,17394985								
94,64239629								
85,66113874								
99,38774296								
101,9684973								
81,31265507								
95,41272582								
103,4898454								
89,24937745								
85,3275412								
108,0947114								
106,0266208								
97,95599305								
98,19368747								
90,63139348								
111,8864716								
101,9411849								
123,72574								
96,22229531								
97,38506253								
99,4807021								
115,7278152								
91,0251844								
109,4007903								
82,87082997								
88,4570764								
98,28787463								
107,1813923								
111,3453172								
86,08695								
99,49679751								
96,77315573								
115,4706219								
92,17439272								
97,54361854								
85,9486245								
86,7421164								
82,71441749								
82,9275644								
76,34061671								
75,28953572								
101,7812148								
126,3654778								
111,6420588								
80,52610212								
107,2015309								
106,0560175								
97,05304576								
95,48902219								
118,7016136								
100,743424								
82,08429784								
97,08213169								
117,2463193								
114,219065								
107,2371691								
111,5488827								
92,53726446								
110,3740638								
98,39587104								
113,1700151								
105,1417022								
66,25765228								
103,0705883								
83,58989358								
92,67922307								
116,6668026								
87,97661019								
71,23817665								
88,8635023								
91,48689247								
115,2580982								
89,30631063								
115,6487322								
87,57465885								
91,17763596								
83,58122038								
123,2074441								
83,15075436								
103,4428761								
80,17379536								
96,80051431								
95,05785421								
118,1247158								
122,9272646								
109,3498984								
110,8913201								
119,8985072								
105,2257064								
108,0926616								
122,7273991								
120,655704								
84,63182446								
124,8146437								
95,74875691								
93,7725816								
98,42228429								
122,3544241								
95,17305653								
76,08013868								
72,81554422								
94,36005541								
94,9804284								
107,1441475								
90,90522468								
85,20791972								
98,00947153								
99,24991673								
96,50887638								
109,5253027								
100,3919682								
87,89496061								
115,4280932								
97,89245225								
105,1330739								
118,1336992								
82,14719396								
90,76958235								
129,9255944								
107,9851823								
93,81595641								
98,80476675								
102,6680669								
76,7893089								
90,3062318								
114,3353625								
116,8972878								
104,5808331								
124,8819612								
106,8074158								
82,54813541								
90,54875837								
89,97190629								
75,58851083								
113,5446658								
79,72276151								
102,1566087								
107,4118936								
82,52914414								
79,84903454								
109,810265								
118,6540947								
100,6439472								
117,9653218								
107,5310691								
105,8416673								
80,20352861								
111,7868397								
97,57306079								
85,69634079								
89,76385775								
109,5205181								
